,id_name,is_potentially_hazardous_asteroid,estimated_diameter.meters.estimated_diameter_min,estimated_diameter.meters.estimated_diameter_max,close_approach_date,epoch_date_close_approach,orbiting_body,relative_velocity.kilometers_per_second,relative_velocity.kilometers_per_hour,orbit_class_description,id,name,proportion_of_max_diameter_to_earth
110,2373579-373579 (2002 AW11),0,483.6764882185,1081.533506775,1995-01-21,1995-01-21 07:55:00,Earth,14.0998903803,845.99342281929,Near Earth asteroid orbits similar to that of 1221 Amor,2373579,373579 (2002 AW11),8.487941506631611e-05
111,3843085-(2019 NG),0,36.6906137531,82.0427064882,1995-01-21,1995-01-21 02:21:00,Earth,7.532718152,451.9630891217533,Near Earth asteroid orbits similar to that of 1221 Amor,3843085,(2019 NG),6.438762085088683e-06
112,3788091-(2017 UR7),0,319.5618867213,714.5621017269,1995-01-22,1995-01-22 07:32:00,Earth,16.8844014801,1013.0640888079016,An asteroid orbit contained entirely within the orbit of the Eart,3788091,(2017 UR7),5.6079273405030606e-05
113,3794988-(2017 YZ1),1,221.0828103591,494.3561926196,1995-01-22,1995-01-22 05:14:00,Earth,11.6741465305,700.4487918325734,Near Earth asteroid orbits similar to that of 1221 Amor,3794988,(2017 YZ1),3.8797378168231045e-05
114,2153315-153315 (2001 NH6),0,319.5618867213,714.5621017269,1995-01-22,1995-01-22 15:17:00,Earth,24.4218373587,1465.31024152224,Near Earth asteroid orbits similar to that of 1221 Amor,2153315,153315 (2001 NH6),5.6079273405030606e-05
115,2162463-162463 (2000 JH5),0,766.5755735311,1714.1150923063,1995-01-22,1995-01-22 13:06:00,Earth,17.3737842613,1042.4270556760382,Near Earth asteroid orbits similar to that of 1221 Amor,2162463,162463 (2000 JH5),0.00013452480711868625
116,2306383-306383 (1993 VD),1,133.2155666981,297.8790627982,1995-01-22,1995-01-22 01:26:00,Earth,12.8996466693,,Near Earth asteroid orbits similar to that of 1221 Amor,2306383,306383 (1993 VD),2.337773212982263e-05
117,3444370-(2009 BH2),0,88.0146520901,196.8067450894,1995-01-22,1995-01-22 12:17:00,Earth,22.3739049599,1342.4342975956863,Near Earth asteroid orbits similar to that of 2062 Aten,3444370,(2009 BH2),1.544551444744938e-05
118,3448992-(2009 DD45),0,18.388867207,41.1187571041,1995-01-22,1995-01-22 06:33:00,Earth,17.2746114639,1036.47668783391,Near Earth asteroid orbits similar to that of 2062 Aten,3448992,(2009 DD45),3.22702535740857e-06
119,3611400-(2012 UC),0,26.58,59.4346868419,1995-01-22,1995-01-22 14:04:00,Earth,12.1185099373,727.1105962369317,An asteroid orbit contained entirely within the orbit of the Eart,3611400,(2012 UC),4.664470792803328e-06
120,3264189-(2004 YD),0,42.1264610556,94.1976305719,1995-01-20,1995-01-20 09:54:00,Earth,10.4078371003,624.47022602088,An asteroid orbit contained entirely within the orbit of the Eart,3264189,(2004 YD),7.39268800595668e-06
121,3740496-(2016 AG193),0,53.0340723319,118.5877908577,1995-01-20,1995-01-20 12:48:00,Earth,15.259069392,915.5441635199816,Near Earth asteroid orbits similar to that of 1221 Amor,3740496,(2016 AG193),9.306842792159787e-06
122,3702918-(2014 YC9),0,44.1118199997,98.6370281305,1995-01-20,1995-01-20 12:44:00,Earth,7.5241225943,451.4473556575433,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3702918,(2014 YC9),7.741094657863757e-06
123,3092134-(1995 BK2),0,80.2703167283,179.4898847799,1995-01-29,1995-01-29 04:02:00,Earth,14.8737367384,892.4242043046183,Near Earth asteroid orbits similar to that of 2062 Aten,3092134,(1995 BK2),1.408647659550306e-05
124,2103067-103067 (1999 XA143),1,1160.2590820944,2594.4181790745,1995-01-29,1995-01-29 11:20:00,Earth,26.152266264,1569.1359758389085,Near Earth asteroid orbits similar to that of 1221 Amor,2103067,103067 (1999 XA143),0.00020361153500820123
125,3802063-(2018 FV3),0,21.113244479,47.2106498806,1995-01-29,1995-01-29 19:16:00,Earth,4.7052001796,282.31201077389164,Near Earth asteroid orbits similar to that of 2062 Aten,3802063,(2018 FV3),3.7051208507769583e-06
126,3798989-(2018 CA),0,53.0340723319,118.5877908577,1995-01-29,1995-01-29 17:05:00,Earth,10.0074485586,,Near Earth asteroid orbits similar to that of 1221 Amor,3798989,(2018 CA),9.306842792159787e-06
127,3769817-(2017 DU34),0,11.6025908209,25.9441817907,1995-01-29,1995-01-29 05:15:00,Earth,18.156127252,1089.3676351192084,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3769817,(2017 DU34),2.0361153500784804e-06
128,2396793-396793 (2004 JN2),0,253.8370293645,567.5968528656,1995-01-27,1995-01-27 14:04:00,Earth,14.1607747201,849.6464832088567,An asteroid orbit contained entirely within the orbit of the Eart,2396793,396793 (2004 JN2),4.454535024843824e-05
129,3114012-(2002 CP4),0,160.1603379786,358.1294030194,1995-01-27,1995-01-27 19:31:00,Earth,18.4440146132,,An asteroid orbit contained entirely within the orbit of the Eart,3114012,(2002 CP4),2.810621590169518e-05
130,3556968-(2011 CT4),1,183.8886720703,411.1875710413,1995-01-27,1995-01-27 02:48:00,Earth,29.4113861383,1764.6831682966083,An asteroid orbit contained entirely within the orbit of the Eart,3556968,(2011 CT4),3.227025357410924e-05
131,3768617-(2017 CP1),0,31.9561886721,71.4562101727,1995-01-27,1995-01-27 09:45:00,Earth,9.2549534024,555.297204145185,Near Earth asteroid orbits similar to that of 1221 Amor,3768617,(2017 CP1),5.6079273405038455e-06
132,3451792-(2009 FH),0,12.7219878539,28.4472296503,1995-01-27,1995-01-27 15:41:00,Earth,4.2327906836,253.96744101336,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3451792,(2009 FH),2.2325560861952595e-06
133,3831167-(2018 TC),0,12.7219878539,28.4472296503,1995-01-27,1995-01-27 23:26:00,Earth,8.5994425119,515.966550714835,Near Earth asteroid orbits similar to that of 1221 Amor,3831167,(2018 TC),2.2325560861952595e-06
134,3879275-(2019 UU1),0,2.2108281036,4.9435619262,1995-01-27,1995-01-27 20:51:00,Earth,7.3642513415,441.85508048908,Near Earth asteroid orbits similar to that of 1221 Amor,3879275,(2019 UU1),3.879737816826244e-07
135,2393569-393569 (2003 JC13),0,231.5021222103,517.6544821978,1995-01-28,1995-01-28 17:57:00,Earth,20.74106128,1244.4636767985717,Near Earth asteroid orbits similar to that of 2062 Aten,2393569,393569 (2003 JC13),4.062584226948674e-05
136,3788891-(2017 UA45),0,16.0160337979,35.8129403019,1995-01-28,1995-01-28 19:37:00,Earth,3.664721939,219.88331634078835,Near Earth asteroid orbits similar to that of 1221 Amor,3788891,(2017 UA45),2.810621590166379e-06
137,3763424-(2016 VG2),0,350.3926411083,783.5017643338,1995-01-28,1995-01-28 07:14:00,Earth,15.9660121288,957.9607277270768,Near Earth asteroid orbits similar to that of 1221 Amor,3763424,(2016 VG2),6.148970054416889e-05
138,2005751-5751 Zao (1992 AC),0,2914.4390453486,6516.883821679,1995-01-25,1995-01-25 22:34:00,Earth,8.6774492303,520.6469538173534,Near Earth asteroid orbits similar to that of 1221 Amor,2005751,5751 Zao (1992 AC),0.0005114490520859362
139,3742048-(2016 CT30),0,350.3926411083,783.5017643338,1995-01-25,1995-01-25 22:40:00,Earth,15.1256980794,,Near Earth asteroid orbits similar to that of 1221 Amor,3742048,(2016 CT30),6.148970054416889e-05
140,3689345-(2014 SW141),0,92.1626548503,206.0819612321,1995-01-25,1995-01-25 07:46:00,Earth,6.3517771942,381.1066316535917,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3689345,(2014 SW141),1.6173439117257888e-05
141,3797849-(2018 BY2),1,211.1324447897,472.1064988055,1995-01-25,1995-01-25 07:48:00,Earth,17.8355471184,1070.1328271028715,Near Earth asteroid orbits similar to that of 2062 Aten,3797849,(2018 BY2),3.705120850773034e-05
142,3724644-(2015 OL35),1,667.6594134952,1492.931834393,1995-01-25,1995-01-25 12:14:00,Earth,17.2838534152,1037.0312049122515,Near Earth asteroid orbits similar to that of 1221 Amor,3724644,(2015 OL35),0.00011716620894624077
143,3837955-(2019 BA1),0,96.5061469579,215.7943048444,1995-01-25,1995-01-25 16:01:00,Earth,19.4399963922,1166.3997835303985,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3837955,(2019 BA1),1.69356698198399e-05
144,3365921-(2007 AM),0,121.4940407996,271.6689340891,1995-01-25,1995-01-25 18:52:00,Earth,26.0391297057,1562.3477823396834,An asteroid orbit contained entirely within the orbit of the Eart,3365921,(2007 AM),2.1320745101954168e-05
145,3703539-(2015 AB44),0,80.2703167283,179.4898847799,1995-01-25,1995-01-25 14:50:00,Earth,18.068443554,1084.1066132393933,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3703539,(2015 AB44),1.408647659550306e-05
146,3715092-(2015 FW284),0,27.8326768072,62.2357573367,1995-01-25,1995-01-25 02:57:00,Earth,12.9327582532,775.9654951924434,Near Earth asteroid orbits similar to that of 1221 Amor,3715092,(2015 FW284),4.884300528700361e-06
147,3827172-(2018 RC1),0,15.2951935344,34.201092472,1995-01-25,1995-01-25 12:26:00,Earth,6.4970772547,389.8246352844317,Near Earth asteroid orbits similar to that of 1221 Amor,3827172,(2018 RC1),2.684122780725161e-06
148,2496816-496816 (1989 UP),1,211.1324447897,472.1064988055,1995-01-26,1995-01-26 20:40:00,Earth,18.5649767737,1113.8986064209384,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2496816,496816 (1989 UP),3.705120850773034e-05
149,3313726-(2006 BX7),0,31.9561886721,71.4562101727,1995-01-26,1995-01-26 13:31:00,Earth,18.4840450216,,An asteroid orbit contained entirely within the orbit of the Eart,3313726,(2006 BX7),5.6079273405038455e-06
150,3001825-(1989 UP),1,183.8886720703,411.1875710413,1995-01-26,1995-01-26 08:00:00,Earth,18.5649764223,1113.8985853401966,Near Earth asteroid orbits similar to that of 2062 Aten,3001825,(1989 UP),3.227025357410924e-05
151,3019640-(1999 JE1),1,278.3267680719,622.3575733667,1995-01-26,1995-01-26 08:00:00,Earth,36.9271608962,2215.629653773992,Near Earth asteroid orbits similar to that of 1221 Amor,3019640,(1999 JE1),4.884300528698006e-05
152,3555677-(2011 BX11),0,73.2073989347,163.696720474,1995-01-26,1995-01-26 08:35:00,Earth,10.3152870051,618.9172203065216,An asteroid orbit contained entirely within the orbit of the Eart,3555677,(2011 BX11),1.2847019343431171e-05
153,3591721-(2011 YH28),1,221.0828103591,494.3561926196,1995-01-26,1995-01-26 07:08:00,Earth,28.9116973021,1734.70183812714,Near Earth asteroid orbits similar to that of 2062 Aten,3591721,(2011 YH28),3.8797378168231045e-05
154,3727630-(2015 RE83),0,96.5061469579,215.7943048444,1995-01-26,1995-01-26 13:13:00,Earth,12.4523583777,747.1415026599666,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3727630,(2015 RE83),1.69356698198399e-05
155,3746215-(2016 ED85),0,766.5755735311,1714.1150923063,1995-01-26,1995-01-26 16:08:00,Earth,17.5680986938,,Near Earth asteroid orbits similar to that of 2062 Aten,3746215,(2016 ED85),0.00013452480711868625
156,2162922-162922 (2001 OY13),1,183.8886720703,411.1875710413,1995-01-26,1995-01-26 07:49:00,Earth,7.1673309964,430.039859782055,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2162922,162922 (2001 OY13),3.227025357410924e-05
157,2508774-508774 (1999 JE1),1,291.4439045349,651.6883821679,1995-01-26,1995-01-26 09:25:00,Earth,36.9271610612,2215.6296636739617,Near Earth asteroid orbits similar to that of 1221 Amor,2508774,508774 (1999 JE1),5.114490520859363e-05
158,3742340-(2016 CJ136),0,127.2198785394,284.4722965033,1995-01-26,1995-01-26 13:44:00,Earth,16.1281080333,967.6864819963616,Near Earth asteroid orbits similar to that of 2062 Aten,3742340,(2016 CJ136),2.2325560861976142e-05
159,3759745-(2016 SN2),0,175.6123184804,392.6810818086,1995-01-26,1995-01-26 16:31:00,Earth,34.1722014834,2050.3320890031832,Near Earth asteroid orbits similar to that of 1221 Amor,3759745,(2016 SN2),3.0817852912305764e-05
160,3638237-(2013 JN7),1,167.7084621628,375.0075217981,1995-01-23,1995-01-23 23:34:00,Earth,17.4160515605,1044.9630936328133,An asteroid orbit contained entirely within the orbit of the Eart,3638237,(2013 JN7),2.9430821048351907e-05
161,3726014-(2015 PR228),1,291.4439045349,651.6883821679,1995-01-23,1995-01-23 14:46:00,Earth,15.4442462523,926.6547751369568,Near Earth asteroid orbits similar to that of 1221 Amor,3726014,(2015 PR228),5.114490520859363e-05
162,2340666-340666 (2006 RO36),0,732.0739893473,1636.96720474,1995-01-23,1995-01-23 16:07:00,Earth,13.4515927281,807.09556368324,Near Earth asteroid orbits similar to that of 1221 Amor,2340666,340666 (2006 RO36),0.00012847019343431172
163,2418265-418265 (2008 EA32),0,1394.9382293439,3119.1767052261,1995-01-23,1995-01-23 12:39:00,Earth,18.3184771336,1099.10862801408,Near Earth asteroid orbits similar to that of 1221 Amor,2418265,418265 (2008 EA32),0.0002447949070182153
164,3378868-(2007 ML13),0,253.8370293645,567.5968528656,1995-01-23,1995-01-23 11:52:00,Earth,10.2254751657,613.5285099394017,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3378868,(2007 ML13),4.454535024843824e-05
165,3989181-(2020 BA8),0,84.0146411251,187.862448661,1995-01-23,1995-01-23 03:55:00,Earth,26.7410738185,1604.4644291071615,Near Earth asteroid orbits similar to that of 1221 Amor,3989181,(2020 BA8),1.4743560560430074e-05
166,3092136-(1995 DV1),0,66.7659413495,149.2931834393,1995-01-24,1995-01-24 15:42:00,Earth,10.1853480584,611.1208835039033,Near Earth asteroid orbits similar to that of 2062 Aten,3092136,(1995 DV1),1.1716620894624078e-05
167,3837908-(2019 AN13),0,183.8886720703,411.1875710413,1995-01-24,1995-01-24 07:49:00,Earth,4.5464176773,272.78506063514664,Near Earth asteroid orbits similar to that of 1221 Amor,3837908,(2019 AN13),3.227025357410924e-05
168,3520755-(2010 JU39),1,319.5618867213,714.5621017269,1995-01-24,1995-01-24 08:00:00,Earth,29.0975746576,1745.8544794548718,An asteroid orbit contained entirely within the orbit of the Eart,3520755,(2010 JU39),5.6079273405030606e-05
169,2494999-494999 (2010 JU39),1,305.1792325939,682.4015094011,1995-01-24,1995-01-24 17:53:00,Earth,29.0975653046,1745.8539182763484,Near Earth asteroid orbits similar to that of 1221 Amor,2494999,494999 (2010 JU39),5.355529033127453e-05
170,3645001-(2013 NT11),0,319.5618867213,714.5621017269,1995-01-24,1995-01-24 14:05:00,Earth,36.4922310614,,Near Earth asteroid orbits similar to that of 1221 Amor,3645001,(2013 NT11),5.6079273405030606e-05
171,3759724-(2016 SA2),0,6.0891262211,13.6157001539,1995-01-24,1995-01-24 13:27:00,Earth,6.9725764248,418.3545854892266,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3759724,(2016 SA2),1.0685685256553133e-06
172,3767264-(2017 BS32),0,9.6506146958,21.5794304844,1995-01-24,1995-01-24 06:11:00,Earth,20.4060831379,1224.3649882740483,Near Earth asteroid orbits similar to that of 2062 Aten,3767264,(2017 BS32),1.6935669819808508e-06
173,3484929-(2010 AJ3),0,33.4622374455,74.8238376074,1995-01-24,1995-01-24 12:33:00,Earth,19.6716930299,1180.3015817954467,An asteroid orbit contained entirely within the orbit of the Eart,3484929,(2010 AJ3),5.87222081363993e-06
174,3365986-(2007 AV2),1,160.1603379786,358.1294030194,1995-01-24,1995-01-24 21:15:00,Earth,23.8683562881,1432.10137728774,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3365986,(2007 AV2),2.810621590169518e-05
175,3405174-(2008 ED8),0,44.1118199997,98.6370281305,1995-02-04,1995-02-04 09:06:00,Earth,13.3177213241,799.0632794481967,Near Earth asteroid orbits similar to that of 1221 Amor,3405174,(2008 ED8),7.741094657863757e-06
176,3792431-(2017 XT61),0,60.8912622106,136.1570015386,1995-02-04,1995-02-04 00:37:00,Earth,9.3593034274,561.55820564256,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3792431,(2017 XT61),1.068568525652174e-05
177,3837847-(2019 AC11),0,127.2198785394,284.4722965033,1995-02-05,1995-02-05 23:00:00,Earth,1.3333571378,,Near Earth asteroid orbits similar to that of 2062 Aten,3837847,(2019 AC11),2.2325560861976142e-05
178,3511508-(2010 CW180),0,253.8370293645,567.5968528656,1995-02-05,1995-02-05 10:31:00,Earth,11.657770373,699.4662223778166,An asteroid orbit contained entirely within the orbit of the Eart,3511508,(2010 CW180),4.454535024843824e-05
179,3827171-(2018 RX),0,366.9061375314,820.4270648822,1995-02-05,1995-02-05 00:37:00,Earth,20.774060424,,An asteroid orbit contained entirely within the orbit of the Eart,3827171,(2018 RX),6.438762085090253e-05
180,3781883-(2017 SN14),0,461.9074602816,1032.8564805039,1995-02-05,1995-02-05 18:17:00,Earth,15.8578599967,951.4715998039916,Near Earth asteroid orbits similar to that of 2062 Aten,3781883,(2017 SN14),8.105921209416889e-05
181,2403039-403039 (2008 AE),0,305.1792325939,682.4015094011,1995-02-05,1995-02-05 12:05:00,Earth,6.0784978136,364.7098688141933,An asteroid orbit contained entirely within the orbit of the Eart,2403039,403039 (2008 AE),5.355529033127453e-05
182,2417210-417210 (2005 XV77),0,201.6299194428,450.8582061718,1995-02-05,1995-02-05 15:28:00,Earth,18.8874457375,1133.2467442503116,Near Earth asteroid orbits similar to that of 2062 Aten,2417210,417210 (2005 XV77),3.5383629428017583e-05
183,3309092-(2005 YR3),0,63.7609789875,142.5738833281,1995-02-05,1995-02-05 12:55:00,Earth,21.7872877584,1307.2372655038737,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3309092,(2005 YR3),1.1189286087592216e-05
184,3428255-(2008 SD85),0,69.9125232246,156.3291544087,1995-02-05,1995-02-05 02:52:00,Earth,17.3712451557,1042.27470934281,Near Earth asteroid orbits similar to that of 2062 Aten,3428255,(2008 SD85),1.2268808225451263e-05
185,3660383-(2014 CE),0,11.0803882126,24.7765012606,1995-02-02,1995-02-02 02:23:00,Earth,13.4842097626,809.0525857569066,Near Earth asteroid orbits similar to that of 1221 Amor,3660383,(2014 CE),1.9444750636163868e-06
186,3092135-(1995 CS),0,21.113244479,47.2106498806,1995-02-02,1995-02-02 11:20:00,Earth,24.8346391163,1490.07834697911,Near Earth asteroid orbits similar to that of 2062 Aten,3092135,(1995 CS),3.7051208507769583e-06
187,3799759-(2018 DY3),0,19.2555078188,43.0566244241,1995-02-02,1995-02-02 15:17:00,Earth,5.3676044004,,Near Earth asteroid orbits similar to that of 2062 Aten,3799759,(2018 DY3),3.379110377028724e-06
188,3437805-(2008 VR4),0,66.7659413495,149.2931834393,1995-02-02,1995-02-02 14:24:00,Earth,8.3904973465,503.429840788155,An asteroid orbit contained entirely within the orbit of the Eart,3437805,(2008 VR4),1.1716620894624078e-05
189,3730580-(2015 TY237),1,133.2155666981,297.8790627982,1995-02-02,1995-02-02 23:49:00,Earth,14.6181287101,877.0877226044701,Near Earth asteroid orbits similar to that of 1221 Amor,3730580,(2015 TY237),2.337773212982263e-05
190,3703542-(2015 AE44),0,31.9561886721,71.4562101727,1995-02-03,1995-02-03 18:26:00,Earth,6.7460042913,404.7602574771717,An asteroid orbit contained entirely within the orbit of the Eart,3703542,(2015 AE44),5.6079273405038455e-06
191,3780765-(2017 QB2),0,35.0392641108,78.3501764334,1995-02-03,1995-02-03 09:21:00,Earth,6.6223534637,397.3412078237,Near Earth asteroid orbits similar to that of 1221 Amor,3780765,(2017 QB2),6.148970054418458e-06
192,3770144-(2017 DV37),0,253.8370293645,567.5968528656,1995-02-03,1995-02-03 17:02:00,Earth,3.7225446963,,Near Earth asteroid orbits similar to that of 2062 Aten,3770144,(2017 DV37),4.454535024843824e-05
193,3708364-(2015 BP509),0,7.3207398935,16.3696720474,1995-02-03,1995-02-03 07:52:00,Earth,25.7737656571,1546.42593942849,Near Earth asteroid orbits similar to that of 1221 Amor,3708364,(2015 BP509),1.2847019343431174e-06
194,3843842-(2019 RL3),0,127.2198785394,284.4722965033,1995-02-03,1995-02-03 06:12:00,Earth,17.0563194182,1023.3791650938966,An asteroid orbit contained entirely within the orbit of the Eart,3843842,(2019 RL3),2.2325560861976142e-05
195,2455176-455176 (1999 VF22),1,192.5550781879,430.566244241,1995-02-01,1995-02-01 00:09:00,Earth,40.5274283635,2431.6457018071683,Near Earth asteroid orbits similar to that of 1221 Amor,2455176,455176 (1999 VF22),3.379110377028724e-05
196,3472700-(2009 UZ87),0,17.561231848,39.2681081809,1995-02-01,1995-02-01 17:06:00,Earth,18.6971068429,1121.8264105745284,Near Earth asteroid orbits similar to that of 2062 Aten,3472700,(2009 UZ87),3.0817852912337154e-06
197,3767325-(2017 BK92),1,192.5550781879,430.566244241,1995-02-01,1995-02-01 22:56:00,Earth,35.0340043592,2102.0402615507032,Near Earth asteroid orbits similar to that of 2062 Aten,3767325,(2017 BK92),3.379110377028724e-05
198,3840753-(2019 FY2),0,8.801465209,19.6806745089,1995-02-01,1995-02-01 14:41:00,Earth,16.5295257061,991.7715423653466,Near Earth asteroid orbits similar to that of 2062 Aten,3840753,(2019 FY2),1.5445514447417989e-06
199,3825584-(2018 NR1),0,31.9561886721,71.4562101727,1995-02-01,1995-02-01 08:18:00,Earth,9.3495624665,560.9737479904634,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3825584,(2018 NR1),5.6079273405038455e-06
200,3780805-(2017 QN16),0,127.2198785394,284.4722965033,1995-02-01,1995-02-01 21:07:00,Earth,7.7078305278,462.46983166871337,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3780805,(2017 QN16),2.2325560861976142e-05
201,3313556-(2006 BP6),0,192.5550781879,430.566244241,1995-01-30,1995-01-30 10:24:00,Earth,22.2742184969,,An asteroid orbit contained entirely within the orbit of the Eart,3313556,(2006 BP6),3.379110377028724e-05
202,2387648-387648 (2002 RT25),0,350.3926411083,783.5017643338,1995-01-30,1995-01-30 02:20:00,Earth,15.7296446272,943.7786776319516,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2387648,387648 (2002 RT25),6.148970054416889e-05
203,3797908-(2018 BK5),0,63.7609789875,142.5738833281,1995-01-30,1995-01-30 14:57:00,Earth,15.9653601056,957.9216063370316,An asteroid orbit contained entirely within the orbit of the Eart,3797908,(2018 BK5),1.1189286087592216e-05
204,3775044-(2017 KP27),0,18.388867207,41.1187571041,1995-01-30,1995-01-30 21:09:00,Earth,5.2075876342,312.4552580538933,An asteroid orbit contained entirely within the orbit of the Eart,3775044,(2017 KP27),3.22702535740857e-06
205,3170203-(2003 YX1),1,175.6123184804,392.6810818086,1995-01-31,1995-01-31 08:00:00,Earth,6.4129404844,384.7764290627634,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3170203,(2003 YX1),3.0817852912305764e-05
206,3368734-(2007 DH8),0,27.8326768072,62.2357573367,1995-01-31,1995-01-31 01:33:00,Earth,9.923215131,595.3929078600434,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3368734,(2007 DH8),4.884300528700361e-06
207,3752779-(2016 JZ5),0,10.5816885933,23.6613750114,1995-01-31,1995-01-31 16:12:00,Earth,16.4781785233,988.69071140031,Near Earth asteroid orbits similar to that of 1221 Amor,3752779,(2016 JZ5),1.8569592694553445e-06
208,2508908-508908 (2003 YX1),1,175.6123184804,392.6810818086,1995-01-31,1995-01-31 23:05:00,Earth,6.4129404807,384.7764288413534,Near Earth asteroid orbits similar to that of 2062 Aten,2508908,508908 (2003 YX1),3.0817852912305764e-05
209,3278402-(2005 KA),0,30.5179232594,68.2401509401,1995-01-31,1995-01-31 12:08:00,Earth,4.2343745681,254.06247408504495,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3278402,(2005 KA),5.355529033126667e-06
210,3323934-(2006 DX),0,44.1118199997,98.6370281305,1995-01-31,1995-01-31 12:52:00,Earth,3.7577068852,225.46241311014836,An asteroid orbit contained entirely within the orbit of the Eart,3323934,(2006 DX),7.741094657863757e-06
211,3596843-(2012 BG86),0,133.2155666981,297.8790627982,1995-01-31,1995-01-31 16:10:00,Earth,35.5609456643,,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3596843,(2012 BG86),2.337773212982263e-05
212,3989251-(2020 BA11),0,122.787731711,274.5617149089,1995-01-31,1995-01-31 15:19:00,Earth,22.4430609927,1346.5836595630733,Near Earth asteroid orbits similar to that of 1221 Amor,3989251,(2020 BA11),2.1547772320585464e-05
213,3989211-(2020 BL9),0,76.410840459,170.8598334843,1995-01-31,1995-01-31 16:13:00,Earth,13.9867238342,839.2034300505967,Near Earth asteroid orbits similar to that of 1221 Amor,3989211,(2020 BL9),1.3409184859857165e-05
214,3446396-(2009 CT5),0,461.9074602816,1032.8564805039,1995-02-08,1995-02-08 12:55:00,Earth,39.6053279147,2376.3196748817904,Near Earth asteroid orbits similar to that of 2062 Aten,3446396,(2009 CT5),8.105921209416889e-05
215,2162854-162854 (2001 DE47),0,421.2646105562,941.9763057186,1995-02-08,1995-02-08 09:56:00,Earth,10.8299289252,,Near Earth asteroid orbits similar to that of 2062 Aten,2162854,162854 (2001 DE47),7.392688005953539e-05
216,3764806-(2016 WU7),0,24.2412481101,54.2050786336,1995-02-08,1995-02-08 20:23:00,Earth,25.2112885871,1512.6773152238934,Near Earth asteroid orbits similar to that of 2062 Aten,3764806,(2016 WU7),4.254047922900644e-06
217,3837976-(2019 BR1),0,201.6299194428,450.8582061718,1995-02-08,1995-02-08 11:01:00,Earth,16.3037277839,978.2236670321817,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3837976,(2019 BR1),3.5383629428017583e-05
218,3381448-(2007 PV27),1,242.4124811008,542.0507863358,1995-02-09,1995-02-09 01:19:00,Earth,14.9377142983,896.2628578977833,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3381448,(2007 PV27),4.254047922899074e-05
219,3550089-(2010 UY7),0,5.3034072332,11.8587790858,1995-02-09,1995-02-09 22:14:00,Earth,6.2443682031,374.6620921884367,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3550089,(2010 UY7),9.306842792183331e-07
220,3309829-(2005 YL128),0,183.8886720703,411.1875710413,1995-02-09,1995-02-09 16:32:00,Earth,13.2817427849,796.9045670946783,Near Earth asteroid orbits similar to that of 2062 Aten,3309829,(2005 YL128),3.227025357410924e-05
221,3837987-(2019 BO2),0,16.0160337979,35.8129403019,1995-02-09,1995-02-09 15:11:00,Earth,24.8346139002,1490.0768340128218,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3837987,(2019 BO2),2.810621590166379e-06
222,3560054-(2011 FK1),0,48.3676488219,108.1533506775,1995-02-06,1995-02-06 16:14:00,Earth,7.5248159935,451.488959612395,Near Earth asteroid orbits similar to that of 1221 Amor,3560054,(2011 FK1),8.487941506631611e-06
223,3684006-(2014 QV296),0,46.1907460282,103.2856480504,1995-02-06,1995-02-06 18:54:00,Earth,21.7373225662,1304.23935396972,Near Earth asteroid orbits similar to that of 1221 Amor,3684006,(2014 QV296),8.105921209417674e-06
224,2413260-413260 (2003 TL4),1,350.3926411083,783.5017643338,1995-02-06,1995-02-06 00:09:00,Earth,16.1419653325,968.5179199506116,An asteroid orbit contained entirely within the orbit of the Eart,2413260,413260 (2003 TL4),6.148970054416889e-05
